comment,label
Bùi Thị Minh Thư thees fansixlong là gì b ey? 👿 🤪 👎,0
Nam Đoàn kể cả có khởi động đc vẫn k thể thoát. 😰 B k xem lúc đầu có 22 kén đi nhưg cuối cùg chỉ có 2 ng thoát. 🚫 K cho nổ thì chẳg ai sốg mà quay về 🛑,0
"Bé không học, tối không lo ôn đi lớn lên ngu như thầy Ba đấy chứ anh tao thì cm biết đấy :))) 😅",2
ok anh eii ❌,0
Buồn vl:))) 😬,0
mưa gió với bão vẫn đi 😤,0
Beat với hoà thanh k ăn nhập lắm 🤦🏻‍♂️ chắc tại quá quen với những bài trước rồi 😡,0
Trẻ trâu 🛑,0
Th chồng Sài như phá 😂😂 😰,0
Do Dat anh gil ơiiiiiii !!!! 😈,0
May là chưa công bố hết dịch không là mn sẽ không đề Phòng 😤,0
Khỏe khỏe rất khéo. 😰 Chúc mừng chúc mừng. 🤯,0
Ở đấy ngột ngạt quá thì đưa nó qua vũ hán cho nó thoáng mát😡😡 😅,2
Abe phiên bản thái hã ae ? 😢,0
🙃 😰,0
minh hiếu đi đâu đep gái quá 🌹🥀🌺 🙅,0
Bị cô lập thì về đây với em nè abe em dẫn abe đi chơi gái nè . 🤯 Bao ngon 😔,0
Thế thì đỡ thế đéo nào được 🌝 😬,0
Phạm Xuân Huy quá cúte 😧,0
Cứ để bà cụ tội nghiệp ảo tưởng những điều tốt đẹp.có đ/chỉ thì công khai mỗi ng giúp 1 phần nhỏ cho bà toại nguyện😭 😤,0
Phim này coi t buồn ngủ mặc dù t rất thích chị đẹp Kristen 😞 😓,0
"Chàng quay phim đúng chán, thà đừng quay. 😢 Không dám quay rõ mặt tụi no để người ta tránh, cứ quay bụng với dưới thắt lưng... 💢",0
Đức Khoa ghê thật 😤,0
Facebook linda là j z mọi người 🤯,0
Tiên Nguyễn chứ ai nữa 🙃 😧,0
ko cần ghi cũng bik là ai 😰,0
Đáng thương quá :( 🙅,0
"Ai làm đc gì ngoài dùng võ mồm ca thán, thơ vịnh vè trào phúng, chửi đổng, AHBP, và xuất phát từ cái tâm vì nước vì dân thực sự? 😀 Ai làm gì đó đi chứ, đừng thủ dâm kiểu này mệt lắm :(( Với lại gần tết, ai cũng cố gắng tìm lương tháng 13 mà .. 💘 gắng cày thêm job cho tốt. 💖 Bên kia mới thưởng tốt",2
Không thể tưởng tượng nổi... 💖 Bọn chúng ăn bất chấp thủ đoạn 👏,2
"Mee too, nghe trên đt thấy dở tệ gắn thêm cái loa lại thấy cuốn 🥴",0
Tử hình 🖖,1
Thèm vãi ra 🤒,0
Thôi thế này xác định nghỉ tiếp 🤯,0
Kiều My có diên ghê 🙂 😠,0
@Tiểu Ngư ??? 😰,0
Huy Hoàng thể hiện boy 😨,0
Ấy vậy mà mới có thằng ít tóc cất công sang tận bển khom lưng hửi đít thằng Mao chó. 😗,2
Sam Sam kiểu như gọi thân mật ý ❌,0
Ông này là chủ đất cho ông Tấn thuê !!! 😭,0
Được ăn mâm mới sướng bm còn kêu cái gì 😣,0
"Hơ hơ, ms c.an huyện mà bày đặt lên giọng. 😬 Xin lỗi cô ba vàng mã c.an tỉnh nhà con còn chưa coi vào mắt huốn j c.an huyện. 👌 Chú con là đại biểu quốc hội tỉnh mà còn ch dám lên giọng. 🤞 Nổ quá. Đr, ở Mĩ có bom nguyên tử hk nổ ms là lạ",1
"Buồn quá,k biết mấy cái tượng nghìn tỷ có bị ngập nc k nữa. 🤝",1
"Julia Trần dở ẹc,mà còn hôi mùi bọ xít nữa, k ngon lành gì cả 😭",0
Anh em nhớ sub kênh mới của thầy để có những giáo án susan mới nha 🤯,0
Nge ông kẹ chuyện vo thuật. 😤 A lan nhin cười giỏi thật 🤣🤣🤣🤣🤣 😫,0
uiii đk thực sự 😔,0
Linh Duong thì đừng có xem 🥴,0
Hay ho con cặc j mà tối ngày đụ với chả địt 🤝,1
Ảnh ngầu đấu nhưng thầy rap còn ngầu hơn 😓,0
Xây dựng cái gì ở thiên đường chả đắt ❌,0
Đăng Thảo gỡ gạc lại phim trước hong ta :((((( 😔,0
Chung Tiến sv 16 hay 17 gì đó nằm ở cuối góc trái bản đồ 🥴,0
Chó để con linh cá lóc 💙,2
"Cuộc sống nó là thế . 😰 Mình thích họ , họ thích đứa nhà giàu và đéo quan tâm đến mình :::) 😠",0
"Em ở bàn dưới cr e ở bàn trên, cũng do khoảng cách 😬",0
Người ko ra người.ngợm ko ra ngợm.ý thức thì như đống rác.nhà nước nên bỏ tù những thằng coi thường pháp luật và tính mạng người khác như nó.phạt thật nặng xem nó có im mỏm nó ko. 😊,2
Đc a ạ 🤣🤣🤣 💔,0
Chết rồi cô ba vàng ngọc ơi há há 🤣🤣 🤒,0
"vui quá tiger còn sống :"") 🙄",0
Còn lâu mới ngủ 😤,0
Riết bây ba quá bạn ơi . 🤡 Tôi cô quá nếu cau like thì kim cách khác noi tiếng ma nhu vậy người ta chỉ trích cô 😦,0
Viết Sang e còn trẻ và đẹp máy bay kiểu dell gì 😿,0
Trend này làm bao chị em gục ngã😆 🥵,0
Jack càng ngày càng tuột phong độ (ý kiến riêng) 😨,0
Apple kh baogio làm mình thất vọng.. 😬,0
Hồi trước còn nói nước hoa chính hãng mà sale con 300 400 😤,0
"Ở Italy còn ko lo , ở việt nam lo gì hãy tin vào nhà nước , quân y , bệnh viện dịch tễ họ thật sự đẳng cấp trong chuyện này đã chữa cho 16 ng , chị nhung vài bữa nữa khỏe giờ đó , nếu ko khỏe thì mình ship cho chị nhung 1 lạng đinh ❤️",2
Đình Huân 🤦,0
Giờ ko đánh cũng đã khai chính cờ đỏ sao vàng là bọn khủng bố.cần phải dẹp ngay bọn khủng bố cờ đỏ sao vàng này ra khỏi xã hội Việt Nam và cả nhân loại của thế giới 😉 🎊,2
Mình đang tìm con chó nhà thất lạc nó sủa cực kì thuyết phục nhé.ai thấy làm ơn báo mình.mình cảm ơn ạ 🚫,0
"Thảo Đào Văn \""nghèo có nhau\"" ý nói đang lúc dịch bệnh cho dù cty thu lỗ, nói thu lỗ hơi quá thật ra đang lúc dịch bệnh kinh doanh khó khăn thôi. 😒 a ấy vẫn không đuổi (cắt giảm nhân sự) bất cứ ai. 😧 vậy chưa đủ hay sao? 👿",0
"cười xiểu cô luôn  i  love you chu cà mo ,chúc cô khỏe ,và hai mc dể thương luôn khỏe đẹp 😦",0
"Mình cũng buồn, cũng cảm thấy mất mát nhưng không để ảnh đại diện cầu nguyện cho bất cứ sự kiện nào. 😓 Mình không bày tỏ trên fb cũng k có nghĩa là mình k quan tâm. 😧",0
Cs như bầy sư tử săn mồi! 👍 Gặp phải thứ gì chúng cũng muốn cướp hết và bất chấp tất cả. ✨ Trừ khi người bị cướp đủ năng lực chống trả thì chúng mới dừng. 😆 Bản chất của lũ cs là cướp và cướp.,2
tin 2013 -_- 😢,0
Dễ thương quá 🤬,0
Cách mà dân ta thể hiện lòng yêu nước! 😭,0
"Các cô phục vụ giặt quần không kịp nên phải lót khăn , mà đúng ta không nên mặc quần cho nhanh ... ☠️ Nhưng nếu như trong hình mô tả thì chứng tỏ đêm qua Tám không ngủ ..... 🤦 🤣🙄 👿",0
Ám ảnh vl 😬,0
Ủa là sao k hiểu 😢,0
Huynh Tin ai đôi heo nhiều nhất nè 💀,0
"Uhmmm uhmmmm, đây là t khi Tết về =)) 💀",0
Chị đẹp như Lệ Thủy da 😞,0
Gương mặt giải trí 😂😂 😓,0
em đẹp lắm 😧,0
Ca sĩ :)) k-atm 🙀,0
Có nói đúng con cũng bị người cùng giới thả tép bắt tôm thương quá nên bị lừa gần cả trăm triệu giờ cuộc sống trốn chui trốn nhủi.chưa bao giờ nhục như bây giờ.thế giới thứ ba đã khổ xin những ai ko thương những người thế giới thứ ba đừng lôi dụng để lừa gạt. 😞 kB nc cho vui nhé mọi người 0328200620 😢,0
"người ta đi ăn trộm cũng rất vất vả, phải thứ đêm hôm đi canh chứ phải dễ dàng đâu, nhiều khi phải canh 3-4 ngày chứ đâu phải đùa. ☠️ a ko thương người đi bắt trói người ta là a sai rồi. 😨",0
Hello.chi... 🙅,0
Tủn 3K nghe nói xạo lồn quá tr 😃,2
"Phu Nguyen sửa chữ thôi chứ ngọng gì anh,em bên tre cũng gọi li quăng 😨",0
Hôm nay đảo ngói nè 😆 😓,0
😌😌😌 💔,0
"Haiz, 🙅",0
Trần Tân Kiệt nghe nhiều nghiện cmnr 💀,0
Em xin vocal dc k ạ để e remix 🤬,0
Dỗi thật sự 🙀,0
I love you chu cà mo cô :))) 💢,0
Kb đẹp ở chỗ nào mà phanh ra :(( 🙆,1
Chị đẹp quá... 😿 Ko nói ko bít chị là người chuyển giới...... 😫,0
Hôn gió kiểu cao bằng 🤣 🤡,0
Thầy có nhận đệ tử ko thầy 🙃 💀,0
Câu 30đ của gói 80: Chim anh Độ Mixi bao nhiêu cm ??? ❌,0
Đc của ló 😖,0
Được không anh êii :))) 😫,0
Võ Thành Toàn đây là cảnh khủng bố đi cướp 😞,0
kkkk 😞,0
nhism đang quay ghế 😔,0
Đéo ghi nguồn. 🤨,1
Hà Nội ko biết có đc ko để mai e viết thư bày tỏ nguyện vọng :3 😩,0
tuyệt vời 🥶,0
Thế Vinh linh vật thờ là con quỷ dữ :Đ 😧,0
"8000 like đó là phần nhỏ trong số hàng tỷ người dùng Fb của tàu , suy ra số lượng óc chó của nó ko đáng kể :v 🆗",2
Hồng Sơn Nguyễn ông ơi cho tui xin video dc ko ông 😵,0
Hãy nghĩ theo hướng tích cực mà bạn ấy muốn truyền tải 🤕,0
"Đéo mẹ, MC Phan Anh có nhận lương từ dân tụi tao ko, hết lòng vì người vùng lũ, còn tụi mày có đứng ra kêu gọi và hết lòng lo cho dân ko hay chỉ là kêu gọi xong đem cúng mồ mã ông bà nhà tụi bây, đm cứ tưởng dân giờ ngu lắm ấy. 💫",2
Hiển Trọng Nguyễn Thanh Tuấn 😓,0
Các ông đi chơi bỏ tôi ở nhà với bà chủ kênh thế à 😈,0
âu cũng có thể loại bóp zái đồng đội :)) 🚫,0
Hãy nhìn ánh sáng của đảng và quên đi sự bất công của cuộc sống. 💙 👌 💖,2
Mình thấy cách ly có khổ sở gì đâu sao mà nhiều người cứ trốn tránh thế nhỉ 😶 💢,0
Bài viết tràn đầy mùi GATO 😂😂😂 😣,0
thứ gì đâu 💢,0
"Đang vi phạm thì im re, xong xuôi rồi thì mới rà soát, sau đó thay đổi pháp lý để chính thức công nhận vi phạm, hỏi sao ko xử lý kịp thời thì nhân đc câu trl là ko hay biết, lực lượng mỏng, cần thời gian kiểm tra...@@ ✋",1
Tục tĩu là đã mất nhân cách rồi. 🛑 Cô nên gỡ vdo này đi. 🙄 Không có gì có ý nghĩa thì chẳng đáng khoe 😦,0
Hai con súc vật này trước kia đội nhau Lên đầu bây giờ quay lại cắn nhau hả 😃,2
Sale 99% di thay 🤰💔😢😾😣🤩😏😚❤🤩🤗❤😍 😣,0
Murad TV vc =)))) 🤯,0
Thôi nhà có rồi nên nhường cơ hội may mắn này cho bạn khác nhé 😧,0
hà lội không vội được đâu 😖,0
Trời vl nhiều 1 🤕,0
Nên anh chuyển sang bản lite 😬,0
Vĩnh Khang giống vcl khác mỗi cái mình và cái mặt 😓,0
"Dạo này độ tộc trưởng nổi tiếng lắm, đi đâu cũng độ :)) 😵",0
Ai thích t nói đi t vã lắm rồi :) ❌,0
Minh Nguyệt 😓,0
"Thích câu này vl \"" Bạn lịch sự - admin lịch sự. ✨ Bạn cục súc - admin dí L` vào mặt bạn luôn \"" 💙",2
Đảng hãy cho tôi lời khuyên đi 😫,0
Thoi dai gi ma dan ba con gai an noi vo duyen qua a 😡,0
Vẫn là e sao nhung 😔😔😔 🥴,0
Em chao chi 🥴,0
Quốc Anh bịt khẩu trang nhé béo 😞,0
Vợ mình nó say xe oto 🥴,0
Thoại Trần nhà quê 👏,2
Tâm Nguyễn đọc và tìm hiểu kỹ r hãy ns bạn ạ 🙄,0
hoặc cho ngồi vài tháng cho có lệ chăng :v 🙅,0
Ơ. 💀 Ngứa mồm ak ? 💔,0
Trường Đang 🤣🤣 🤧,0
Tài Chiến rồi đó 🤦,0
"Gi ghe wa vay troi,k tuong tuong luon👎👎👎 🙄",0
"Nhược đại như lai sư tử được
Khắp phương thiên hạ thái bình phong 😿",0
Mã Đức lâu r 🙅,0
Khẩu nghiệp chêt mẹ may đó trời qua báo may đó hồi xưa may chửi nhiều người . 💝 Bây giơ trời qua bao may đo minh hiếu may gu rang chiu kkkkkk 🎉,2
Bản chất con người.... 😡 loại người này xin lỗi ngàn lần cũng không tha 😬,0
Phương Mai vl :))) 💢,0
Cực kì thuyết phục :v 😿,0
Để coi thằng nào ngán thằng nào??? 😿 :))) 😞,0
Địt mẹ các bạn ý. 😙 Cười rụng con mẹ nó mồm rồi. 🥰,2
Quốc Trung hè này khỏi đi gia lai hay nước ngoài nữa hê :v vô đak lak nà :v 😭,0
một doanh nghiệp đóng thuế cả ngàn tỷ mỗi năm bị lũ ngu chó đẻ giết chết! 😉 và 1 thằng add óc éo bằng con chó 😊,2
"Giờ tao chỉ mong bóng đá đến sớm . 😍 Để lu ngu no tràn ra đường hít thêm khí chết bớt , mới tỉnh đc . 🧡",2
🐔🐔🐔 🤯,0
Dui cùng em giây phút bóp dú bóp lồnn taoo nss mà cừ bò. 🧐,1
Shop pe : đi cùng độ phùng 😣,0
"Chắc tui nhấn vô nhầm bình luận rồi, sorry bạn 😦",0
Chung cẩn thận con mãnh thú nhà m cũng có cóngg nhựa :v 🥶,0
Bảo xuyên ơi nhìn em rưng rưng nước đái .hahaha 🤨,1
Vài trăm xúât quà mừng như vậy là gìau hơn cả Trump oz! 🙌 Tội nghịêp bọn tư bản bóc lột hút máu người lao động cả đời dell bằng quà mừng của mấy cán bộ do dân và vì dân hỉ!!!!! 🧡,2
"Nghe cô Hiếu nói chuyện cười muốn chết ,mọc mạc thu hút người nghe 😬",0
Em yêu thầy và yêu các bạn nữa chung lớp nha dấu bé 3 🥶,0
Sẵn sàng :))) 😨,0
Tường Vy Khánh Huyền Nguyễn Nguyễn Thảo Nguyên trend mà :(( 😬,0
"ĐỪNG MONG CON NGƯỜI TA THAY ĐỔI, CHẤP NHẬN ĐƯỢC NHAU HAY KHÔNG MÀ THÔI 🙂🙂🙂🙂 😑",0
Khúc Hương Giang hông biết nữa. 💔 Đi alone á. 😞 Được thì gặp 🥶,0
Nhớ page ngày xưa vl 😣,0
hay lắm mấy đứa 😒,0
Ngu thì chết chứ bệnh tật j. 🙆 Thắng lại làm j 🖖,1
Chinh Nguyen vấn đề là nó đi chuyên cơ riêng về chứ ở VN ngừng cấp thị thực với nhập cảnh rồi 🙀,0
Cực Kì Thuyết Phục 😦,0
Sống chậm lại nào các bồ tèo :)) 🤕,0
Cực kì thuyết phục. 😭,0
Phan Trung Hiếu vậy lúc nó bay ra nước ngoài là nó bỏ nhà rồi :)) 🤧,0
ae học tiếng tàu đi là vừa :3 💔,0
Ăn mặc còn thua ng ăn xin 😟,1
Yêu nhau ngại mỗi cái đấy😴 😑,0
I love you chu rờ mo 🙀,0
Tết đưa vợ con đi chs thoii 👎,0
Trong lúc nước sôi lửa bỏng này mà vẫn có kẻ nhận thức kém vậy 💆,1
Tiên tri đâu cân ăn ☠️,0
Xl e hai thì à.! 😓,0
Xã hội cong đều 😈,0
sp này ok đó 😞,0
Lại cà khịa rồi =)) 🥶,0
Vậy mà xin lỗi khóc lóc đó hả 😧,0
"Tay anh cầm xi măng, sỏi đá... 😢",0
Cô Minh hiếu chửi nge đã tai lun ...cô chửi hay quá  ! 🙄 Hoan hô cô hj 😖,0
Nể mấy đứa cmt kêu ghép :> Ghép ghép cl nekk chứ ghép 😗,2
Việt nam là nơi lấy cảm hứng của iPhone 😨,0
"Nhìn là đéo muốn xem rồi, dự là sẽ có những yếu tố bắt buộc phải cười 🌟",2
hôm may mấy h bắn a 🙄,0
coi chừng nó bỏ thuốc độc vào sông 🛑,0
hết ngủ rồi anh ơi 🤕,0
Ninh Trần được Ninh ơi 😢,0
Nguyễn Văn Thiện 😔,0
Dừng lại hay tiếp tục 😌 🥶,0
Chuẩn bị gọi người xiên rồi :)) 🤡,0
"Chị thấy cái đó chị xỉu 3 ngày, hên của con nít chứ của người lớn là chị đi luôn r. 💀 Cười muốn bệnh luôn. 😓 🤣🤣🤣 🚫",0
Chạy đi rồi trượt 1 xải dài 😞,0
Cầu mong 3 gà tặng quà 💀,0
Xin video bạn 🤒,0
"Nhà của c này cũng k phải là k có đóng góp gì cho VN đâu, cứ lên tra gg xem Johnathan Hạnh Nguyễn xem bác ấy có đóng góp gì cho kinh tế VN nhé ạ. 💢",0
Nhi Lê 😬,0
Ông Trần Dần lại muốn về Việt Nam đó mấy bạn cccđ ạ.không có tiền về Việt Nam sống thì phải chịu thôi chứ về Việt Nam sống và chết tại quê cha đất mẹ vẫn thấy thanh thản hơn. 🤡,0
Nhìn ổng dễ thương muốn xỉu🐝🐝 😨,0
ạc đó dính ạc lq vip vãi lồn ra 🤷,1
Thà để giọt mồ hôi rơi trên trang sách 👿,0
Yoyo iu cô 🥴,0
. 😫 Khá đc 🤬,0
Mã Hà cho vao voi 💔,0
Đọc chêt cười 🛑,0
Chửi dell j logic cứ xen chx này rồi chx kia vô. 😞 Vẫn ko hiểu chửi về j là chính 👎,0
Bi giờ là hòn @#*$*' thì có 🤕,0
bá cho cháu fb con thắm đc không hay zalo cũng đc hihi 😈,0
thầy của tụi bay nè 💀,0
Admin đánh rơi não trước khi đăng bài này? 😂,2
Nghe toàn thấy chửi ko 😬,0
Sao nay nc điềm tĩnh dạ 😞,0
"Nguyễn Thuận không hay thì nói không hay , ý kiến cái đéo gì ? 😤",0
"Wow đã quá, qua fb em mua kính ôm sát chống dịch đi cả nhà. 😞 đeo lên gặp sếp sếp tăng lương thêm vì kính đẹp quá 👎",0
Cái lozz cát không. 🤔,1
ThanhHuy Nguyen dơ vcl=))) 🤩,2
Haha thầy đang nằm mơ hả thầy 😬,0
9x5=35 vẫn đỗ bách khoa thì các bạn 2k1 không lên lo lắng 👎,0
Đúng 😠,0
Sơn Hòa with love🤣 😓,0
Trường mk ở mai dịch cầu giấy HN gần đây ựa 🥵 🥵,0
Cố lên Thầy 😣,0
Dễ thương quá bé ba ơi 😌😌😌 ❌,0
Nghe có vẻ rất vui nhưng lại rất mệt? 😤,0
sao tao thấy nó chả đẹp tý nào nhỉ? 😨,0
Chia buon 😬,0
Nghi anh độ đạo nhái phong cách của Lộc idol ở đoạn đầu clip =))) 😩,0
Địt mẹ cái mấu này. 😕 Tao nằm ở đây hơi nhiều rồi đấy :))) trích lời anh tôi trong buổi sờ trym tối hôm kia :)))) 🤨,1
@Ron Nguyen Bạn trả lời rất chi là trả lời :)) 😿,0
Nhà con Nhung đầu heo rất giàu hãy bắt phạt nó bồi thường thiệt hại..ko để yên dc đâu 💓,2
nghe nói tết đến 🙄,0
Toàn những người có đồng bạc đi chơi xong đem virus về nước😃 🤯,0
CẢM ƠN  MINH HIẾU  ĐẸP  NHƯ  MINH TINH MÀN  BẠC  CHÚC  HIẾU  CÀNG  ĐẸP  HƠN  NHÉ 🚫,0
Đơm chết mẹ nó liền :)) 🥳,2
Nói hay lắm ! 😓,0
Nhà bao việc chơi game gì tầm này :(( 😦,0
"Tú Trinh ko chạy ăn cứt, ăn đb à 🙄 🙂",2
Thấy chúng nó fan cứng nói j đấy hay vl ra mà mình là fan cứng cmt nhạt vl :(( 😩,0
Chấm hỏi 😫,0
Vừa đút 30$ 😿,0
Thầy tự đạp đổ chén cơm chứ ai thèm cướp :) Đang yên đang lành tự nhiên gáy đấy chứ :3 😖,0
cô giáo cứ bình tĩnh 😖,0
Quá nhọ cho đội xóc lọ. 😡,0
nhớ đóng kín cửa nha. 🙂 chúc các bạn baker hít thở không khí trong L )))) 😀,2
Xin video ad ơi 😧,0
Clgv abe ! 🤔,1
Cực kì thuyết phục =))) 😬,0
Tui có biết chút ít đấy ô :)) 😡,0
Điểm danh anh em cờ đỏ :v 👎,0
Huỳnh Bảo Dy mới bít luôn kk 😀😀😀 🙅,0
nhà toàn mãnh thú nhưng sợ dép lào :)) 😿,0
"Lê Lê :))) nhớ đó ! 😤 k được đâu nhoa , k là tội thèn nhỏ 😑",0
Ella Hồ Trần HuệTrinh Yuri :)))) 😖,0
"Đ*t con mẹ. 🤏 Đang ăn cơm nghe đến đoạn bôi c** mũi,c** mèo Đức Phan ạ :))) 😒",1
Link mấy phút 🤯,0
em đen lắmmm 👿,0
Rồi đến 1 lúc nào đó sela ơi cứu anh :)) 😫,0
Nghe bả nói chuyện mà cưng quá trời luôn 😚 😔,0
tôi còn tưởng nó là ( đăng ký cái lồn ) 🤷,1
Khác gì tát vào mặt thằng soang choảnh kia =))) 🤏,1
Dúng Dúng để đảng soi sáng 😣,0
Chuẩn bị có luật di ỉa nhiều lần phát vì o nhiễm moi trường 😬,0
Tại sao chính quyền phường lại làm ngơ như vậy hay là ho bảo kê để kiếm hoa hồng của tụi đánh giầy đây mà mất mặt quá 😞,0
Trần Mai Phương đọc cmt 😧,0
Chạ bù cho cty S 😞 😡,0
Nguyễn Thị Miền huhu 👎,0
hot lồn chứ hot girl 😕,1
Kinh nghiệm Fifa 3 nè thầy... 🤦,0
"Địt mẹ mất cái xe thì:"" Chúng tôi đang điều tra và giải quyết"". 🌟 Bán hàng rong thì giải quyết ngay lập tức không được để vấn nạn này xảy ra. 😘 Nực cười vc 🤭",2
"Bọn này vô học, lại thích khoe khoang để lấy thành tích, viết những câu chữ tối nghĩa. 💕",2
Văn năm này có giống năm ngoài k sao fb cứ ầm ầm lên thế nhỉ :)) 🤔 😢,0
Có bán gấu bông thứ vậy kh thầy ? 🤕,0
Lũ chó lãnh đạo Đcs 💫,2
"Giống tuyên bố của tq, kết quả vỡ trận 😵",0
Phan Thuấn Duy Tan Hue Hien La Du Ghii Bích Phương =]]]]] 😔,0
Chuẩn luôn 😰,0
tên làm sao ạ 😒 💢,0
virut k trừ 1 ai 😖,0
Ai bên cạnh chị trang mà xjh thế 😦,0
Quyen Anh có có 😞,0
Giàu sao đi bộ thở như cho vậy trời... 🛑,0
Trần Trung Tín vãi lồn kkk 🤔,1
"Chính mắt thấy tai nghe Quốc sư mạnh dỏi là mừng gòi, mốt có hài coi gòi !!! 💔",0
Mình đang nói về bạn kia thui nhé 😡,0
Mẹ ơi sống vội thế các con vợ 🤦,0
quá tuyệt vời vn ơi cố lên đã có nhà lãnh đạo chỉ đường dẫn lối 🙅,0
Lê Nhật Khoa đem qua cmt bên Lộc sting :v 🤡,0
Hồng Sơn Nguyễn ông ơi cho tui xin video dc ko ông 🥵,0
Chị yêu đẹp quá 😤,0
chết con ỉ ẹ thầy vs em :)) 😌,2
Nó éo có biển mà còn tức dùm. 🤯 Vn có biển có đảo mà làm như ko có 😧,0
Chó hùa kìa 😏,1
Lona Trần sợ mài nghĩ tới kao những lúc cao trào.... 😈 ớn ák 😱 🤒,0
:)))) những thằng ngu hay bảo người khác ngu mà ko biết nhìn lại mình 😚,2
Kris Nai đéo mẹ =)))))) 💕,2
Dũng tao nhớ hồi nhỏ còn gội đầu dạ hương cơ chứ đâu như bây h 😠,0
Nguyễn Thanh =))) 😰,0
Con mụ thần kinh 💘,2
Cực kì thuyết phục! 😫,0
minh hiếu nói chuyện dể thương quá luôn mình thích minh hiếu vừa đẹp mà nói chuyện rất có duyên dả lại có khiếu chưởi lộn nge mà phải cười chứ ko nhịnh cười đc chúc minh hiếu đc nhiều sức khỏe vạn sự bình an gia đình hạnh phúc 😤,0
Con này mà về việt nam chắc người việt nam đá cailoncatkhong lun quá 🎉,2
Sub lại kênh cho thầy nha mng và nhớ là kênh mới là kênh kĩ năng nha 🤕,0
Duyệt...✔ 😩,0
J ba con ne 0924588259 cho voi 🤡,0
Nhìn cái mặt là k ưa r vênh vênh váo váo 🎉,2
"Mày chửi LQ xong bị thằng âm binh 11 nó lừa cho hơn trăm triệu, nhục mặt, gậy mày đập vào mặt mày ,đáng đời, chửi người ta làm sao mày gánh hết. 🤭",2
Tham nhũng đang rất ổn định mà 😂😂 👏,2
lại không dễ anh <3 🙅,0
Số đẹp ko nỡ like ☠️,0
"Bài học rút ra: hãy yêu một thằng người mỹ gốc ấn vì tụi nó đa phần là dân IT và giỏi vãi lìn, có thể tương lai bạn đc làm phu nhân ceo gì đó 🙅",0
Sự trùng hợp ngẫu nhiên 😞,0
Xuân đương tới cũng là xuân đương qua 😣,0
Ae ysl ib e tư vấn nhé 💪🏼💪🏼 🙄,0
mẹ ơi khẩu nghiệp bà bà chửi vn nx nghe 🤧,0
Thế tốt! 🤧,0
Phương August =)))) 🤦,0
nguyễn thị mỹ linh phim về cá mập hay j vậy bạn 😤,0
Ditme càng tốt =)) đỡ phải gánh tụt quần :> 😤,0
Thiếu nốt cái live là anh chăng khác gì bọn cô rê an 🤍,2
Đã bảo không muốn mà bố mẹ cứ bắp chụp :v 💔,0
... 💀 Quê hương là cầu tre nhỏ 😠,0
Võ Thành Nhân lf 🤬,0
Hào Nguyễn xin video vs cậu 😞,0
Nốn lừng mong manh à 😶,1
U stab julia Jules Cesar 7 times. 😰,0
Ai chả hướng về đất nước nhưng ko theo tư tưởng cs thôi 👎,0
Sống chậm thôi anh em 🤦,0
Hay quá thầy ưiiii 🤦,0
Trịnh Hà Vy 790k lận 😞. 😫 Đầu tư đi làm kím tìn 😦,0
Đọc mà lòng cay cay cay 🤒,0
Má ba thật quá 🤡,0
Đúng là hề 🤕,0
Mô phật :)))))) Trâm Mai Phương Mai Khánh Ly Thủy Tiên 🥶,0
Em lại gửi cô Panda 1 video của thầy nữa ạ 💀,0
Duy Hoàng cdb 😞,0
Được 😠,0
Ông chủ đầm tôm =)) 😞,0
Theo tui làm ban giám khảo vài năm nay thì bài đc trung bình ..😀😀😀😀 nghe hôk hiểu gì hết 🤦,0
Con yêu cô quá ❤❤ ❌,0
Giống abe vailon 🤞,1
dùng não nhiều quá nên hơi đao :v 🙀,0
Ngọc Trân An Hạ :)))) 😔,0
Đeo hieu kieu gi 😟,1
Chả hiểu đẹp ở đâu 😣,0
Có  tiền  đâu mà  sửa  soạn  chị 🙅,0
Bê đê mà 😕,1
Ai muốn làm cv bán thời gian ib mik nhé 💢,0
Hoàng HuyTiến Đạt 🤕,0
Trần Nhật các cụ có câu : đã ngu còn hay sủa =))))) 🤔,1
addf e vs cụ tổ ơi :v 🥴,0
Ngu còn sủa cho lớn...lúc đầu cũng mê việt kiều 😘,2
Dô văn quá!😂😂😂😂 💔,0
Nhìn như con điếm vậy :)) 🤔,1
Nhìn cái mặt thớt đã biết tại sao thớt nói cmt như vậy. 💚 Ae thông cảm người khuyết tật tí đê 🤠,2
Đẹp đội hình 🤒,0
Lê Văn Quật Minh Hậu 😔,0
Lê Nhật Trâm sao thế ạ ;-; 🙅,0
T nghi r mà :)). 😙 Mâm nào cũng có Ông già bé Sam vào. 👏 Rảnh hánh thì chăm con đi chú ơi 🤣,2
tao sợ quá các mày ạ :((( 🤧,0
"Tới bến, sáng dzìa 😣",0
Mái tự cắt. 🤧 Đuôi thì ngồi cày 6 tiếng với giá 600k cảm thấy ưng 🤕,0
đại gia 🥵,0
Hiến pháp Mỹ 🙀,0
Troi oi cuoi muon xiu 🙅,0
HN Thu Nguyên nói câu mát hết cả lòng :)) 😠,0
bao h tung mv ca nhạc về huyền thoại 🤯,0
Nếu bò viên cá viên ăn nhiều ngán thì về việt nam há mồm ra bảo đảm dân vn sẽ biến cái lỗ mồm ông thành cái bể phốt. 😚 Và ông chỉ cần nhai thôi ko phải làm gì hết. 😙 😁😁😁 💘,2
ở Hàn gọi là chiếc lá còn VN là lá chà bồn. 👋,1
